  index	           x	       x_err	           y	       y_err	        dist	    dist_err
   3572	-165.35655230	  1.50326766	-22.04383213	  1.44556228	166.82568160	  1.50377742
   3573	-156.50527849	  3.09569971	-13.03870016	  4.37989240	157.10668761	  3.18832533
   3574	-162.62741274	  2.26363894	 -9.65555092	  2.09398396	162.92730522	  2.25988554
   3575	-167.93119574	  3.09607749	 -5.33959889	  3.25298315	168.04894992	  3.01924597
   3576	-175.83629601	  2.38684949	 -0.50364109	  1.22318561	175.84129923	  2.38481967
   3577	-184.47231656	  3.61999750	  0.92174578	  2.29815576	184.48912006	  3.61049444
   3578	-194.34958058	  3.08040737	 -4.15274538	  1.19606659	194.39737721	  3.09580122
   3579	-195.59323588	  1.69911019	-11.62242034	  3.98524241	195.97776992	  1.81036063
   3580	-196.60344768	  3.47333476	 -6.18584071	  3.19876965	196.72539582	  3.54895525
   3581	-196.37554088	  3.04278600	 -1.25197903	  1.08687633	196.38262728	  3.03711334
   3582	-202.02303221	  1.43240671	 -4.83946779	  2.07766264	202.09149571	  1.45664896
   3583	-206.91449058	  2.06175401	 -5.26265627	  1.07319396	206.98413316	  2.06716167
   3584	-202.37949526	  3.59028415	 -9.83646661	  1.66790659	202.62558248	  3.57233200
   3585	-193.96148300	  2.96901545	-12.01088357	  1.36523890	194.33747052	  2.99076818
   3586	-193.51254415	  1.79202837	-14.12010120	  3.62418150	194.05941389	  1.94214821
   3587	-190.68241279	  3.04693499	-23.29875765	  1.92586347	192.10917091	  3.11028476
   3588	-183.37407209	  2.29796577	-26.28989677	  2.07108625	185.26150095	  2.22604972
   3589	-186.44602775	  1.94481197	-23.96280225	  4.01782743	188.01942117	  2.22702653
   3590	-190.35703787	  2.64796881	-26.03011995	  3.05702250	192.14953748	  2.87773899
   3591	-194.29120764	  4.28149607	-24.71410170	  1.40373095	195.86190845	  4.27488878
   3592	-196.57372235	  3.51549618	-24.12813026	  1.14545329	198.05355653	  3.44303810
   3593	-188.81502366	  3.72752386	-25.35782364	  2.25573137	190.52094189	  3.85821731
   3594	-186.67065842	  3.69377910	-19.54777072	  3.89066372	187.73393033	  3.57808972
   3595	-199.53934692	  1.96655311	-23.73136626	  3.41917099	200.97224191	  2.20108044
   3596	-197.43231560	  1.94400444	-24.71102406	  2.80969437	198.99146492	  2.05532994
   3597	-193.07147396	  2.76135088	 -9.41775088	  3.97045592	193.34247063	  2.71417007
   3598	-194.57507672	  4.01132728	-11.54435172	  2.49197352	194.93560039	  3.89164700
   3599	-188.76025159	  2.08423368	-16.76742966	  1.48635023	189.50951749	  2.06768605
   3600	-195.63288586	  1.32887609	-21.35791911	  3.74539268	196.83026322	  1.42411167
   3601	-190.87105351	  3.95013587	-13.34560755	  2.47321255	191.35178713	  4.00976608
   3602	-200.35201049	  5.82587912	-20.93208121	  2.55896303	201.45627024	  5.91104654
   3603	-208.72430413	  4.01974116	-23.63436546	  1.82362015	210.06588558	  4.02814971
   3604	-215.67648423	  2.86514200	-24.48046559	  3.31615678	217.08986351	  2.61460151
   3605	-219.48215727	  3.07231966	-27.95403319	  2.47064140	221.26725326	  3.19236361
   3606	-229.76575598	  2.67289256	-27.51401818	  1.36406572	231.41158222	  2.64734965
   3607	-221.76703454	  2.57870249	-22.74509152	  3.03684382	222.95105048	  2.58031270
   3608	-226.82735523	  2.49254867	 -7.81705208	  2.31319838	226.97369369	  2.50228819
   3609	-239.94326941	  3.54376926	-13.85266357	  1.66860329	240.34871063	  3.53675814
   3610	-238.18424073	  2.81003830	-13.86749140	  1.85652177	238.59523367	  2.77440242
   3611	-247.83430007	  4.32695497	-14.42941154	  2.43199696	248.26802131	  4.20415837
   3612	-257.53499182	  4.91117414	-13.44179053	  1.85392676	257.89172601	  4.93640318
   3613	-268.21967028	  3.46459880	-12.14321370	  2.53260881	268.50686997	  3.42454333
   3614	-265.42831645	  1.92270909	 -9.47813462	  5.09106233	265.64612624	  1.94359218
   3615	-268.17073087	  1.33112932	 -3.24281302	  1.62522277	268.19523263	  1.33685446
   3616	-268.38624582	  1.83164542	 -6.85791584	  2.88178125	268.48923156	  1.84393004
   3617	-260.26644707	  5.83573648	 -3.69322443	  2.12795006	260.30100411	  5.85103651
   3618	-253.95031257	  1.70940528	-15.51549028	  4.06101016	254.45685755	  1.61654221
   3619	-246.87248725	  1.81950410	-24.66058561	  3.82473365	248.13047655	  1.83718069
   3620	-249.45639568	  2.63793507	-29.23909515	  2.27200013	251.17397607	  2.67814487
   3621	-256.68299838	  1.79756611	-37.57624912	  2.50956932	259.42997219	  1.93774810
   3622	-253.65480815	  1.93957941	-36.96161595	  2.25896914	256.34248263	  2.07828209
   3623	-258.49973905	  4.96344245	-34.99931064	  2.02805445	260.86291536	  5.13371082
   3624	-257.50959544	  2.16689725	-27.73012365	  3.05629302	259.01502300	  2.32502353
   3625	-264.44127060	  2.29123023	-22.92050512	  1.97708295	265.44024478	  2.27380728
   3626	-266.74354427	  2.73801743	-26.41997688	  2.56284322	268.06256490	  2.58065726
   3627	-272.90264182	  1.74363362	-22.07051270	  2.33022489	273.80276130	  1.86481999
   3628	-271.66722366	  2.56421180	-22.34437042	  2.17369375	272.59413912	  2.46713300
   3629	-283.90535207	  5.53404940	-22.72482922	  1.55425102	284.81827603	  5.50071205
   3630	-289.83415698	  2.44723876	-27.31104793	  2.63876632	291.13096807	  2.33310727
   3631	-280.60027818	  3.70125597	-39.15445267	  3.13506217	283.34068863	  3.34205854
   3632	-282.10002984	  2.22830896	-48.65503840	  2.28407781	286.27446930	  2.20231540
   3633	-283.01632782	  2.13163596	-48.22986936	  1.91124761	287.10399447	  1.96346809
   3634	-282.72776732	  2.94993306	-44.64394789	  1.31272772	286.23495664	  2.83680310
   3635	-284.84638972	  2.67825229	-51.55246878	  3.93741938	289.49999460	  2.74812743
   3636	-289.55010629	  2.35208158	-51.45602243	  3.83783031	294.10833811	  2.74462697
   3637	-286.73271630	  3.66180113	-56.19120959	  1.61275272	292.19086991	  3.68889318
   3638	-283.33459873	  3.44387187	-51.99262810	  3.51455670	288.08412377	  3.67126758
   3639	-279.56116002	  1.60072973	-56.41853664	  2.91579799	285.21226978	  1.58708823
   3640	-274.43583843	  1.29450872	-63.38119708	  1.44621273	281.66353740	  1.27457404
   3641	-280.76830715	  2.49648447	-63.07283748	  2.97055163	287.77896884	  2.71050371
   3642	-276.01425014	  2.08488906	-57.82789859	  1.50374573	282.01160185	  1.99914139
   3643	-275.51416245	  1.95623201	-60.35089368	  3.74867567	282.06702581	  2.52119786
   3644	-279.40033044	  2.17938294	-65.87090538	  3.03254175	287.07344549	  2.51072485
   3645	-280.07056849	  2.17530843	-70.55367577	  1.81700054	288.82460525	  2.39277266
   3646	-275.11907870	  2.07054805	-74.99504469	  2.13858204	285.16795342	  1.69211036
   3647	-281.93316642	  2.23113752	-74.49750700	  2.33064266	291.61812878	  2.33788604
   3648	-285.05444839	  3.18282493	-68.06602422	  1.73012706	293.07531059	  3.00137201
   3649	-281.09226821	  1.08540527	-68.04338742	  1.92791716	289.21692886	  1.10853546
   3650	-274.96327214	  3.50837267	-61.92455494	  1.40551050	281.85616055	  3.29248079
   3651	-269.01864958	  2.51808016	-64.86109856	  2.73442416	276.73620454	  2.98107870
   3652	-276.93120553	  3.58056816	-70.96209109	  1.25844732	285.88307881	  3.43225536
   3653	-279.33337836	  2.45456093	-68.26259340	  3.20292630	287.56873710	  2.72451406
   3654	-285.85932974	  3.74971376	-75.53842882	  1.44171767	295.67934000	  3.38783547
   3655	-290.73663680	  2.45448239	-72.40600793	  2.94487774	299.63462244	  2.05226340
   3656	-291.43240576	  2.55762337	-69.25175560	  2.25743616	299.55668463	  2.46635948
   3657	-276.28972175	  3.99706696	-72.98454325	  2.27211307	285.78147910	  3.58317532
   3658	-269.93450706	  1.24268368	-71.19876028	  1.22614211	279.16882075	  1.31102232
   3659	-268.13748165	  2.21532074	-73.95936021	  2.11918732	278.15931961	  2.11838112
   3660	-260.58861313	  1.81184534	-75.35085282	  2.98896024	271.28123396	  1.69855208
   3661	-268.91047589	  3.11116074	-82.87068432	  1.53904319	281.39306153	  3.22292738
   3662	-261.98945370	  3.95593421	-79.31951415	  1.60576691	273.73690172	  4.04916181
   3663	-263.74177458	  2.42631241	-76.96831481	  1.74552211	274.74663859	  2.65773662
   3664	-266.55457942	  2.35306222	-84.72207548	  1.89371749	279.70057687	  2.42574755
   3665	-261.67668323	  3.74170564	-77.43783257	  2.54196973	272.90075240	  4.11652374
   3666	-262.33572519	  1.63016691	-69.34516815	  1.63158292	271.35123670	  1.61582912
   3667	-265.51860421	  1.99019112	-60.61649520	  4.75126062	272.39281151	  1.78332489
   3668	-265.92270245	  1.49508489	-50.86112406	  1.67416610	270.74760070	  1.58506848
   3669	-269.38470404	  1.56734301	-49.77089243	  2.57387778	273.95502448	  1.72814297
   3670	-265.59450194	  2.54172641	-46.50285149	  4.68380038	269.68049389	  1.94531111
   3671	-266.52653842	  2.49478381	-46.66221351	  4.18432019	270.60983830	  2.79387743
   3672	-264.93947902	  1.35531122	-53.91411803	  1.32325414	270.37296734	  1.30616473
   3673	-273.87900460	  5.33735198	-60.39839311	  3.44167314	280.47140128	  5.81382438
   3674	-279.89890752	  1.71980377	-59.73592177	  3.05305561	286.21542532	  2.18814069
   3675	-278.00197067	  1.91971537	-61.07372628	  1.64676696	284.63527836	  2.06184380
   3676	-289.13053331	  5.11683199	-73.91704068	  2.40716878	298.43738576	  5.22469196
   3677	-293.02758471	  1.84492082	-71.65772591	  1.77691132	301.66696808	  1.89647024
   3678	-288.17106648	  3.08216028	-68.18632847	  2.27792011	296.13580410	  3.19579570
   3679	-282.97670087	  2.20368745	-71.37492935	  2.40794098	291.84800721	  2.36408195
   3680	-271.29501609	  2.23713983	-75.52115776	  2.46655489	281.62211992	  2.12162321
   3681	-271.17105020	  1.18760552	-76.44310742	  1.91723783	281.74594724	  1.26275919
   3682	-275.51404043	  2.41125063	-71.75523655	  2.25265393	284.71509621	  2.23674236
   3683	-270.06277994	  4.44818205	-70.43444103	  2.98967770	279.10429160	  4.94312638
   3684	-267.77773283	  2.43010635	-69.90596034	  1.34045083	276.75469890	  2.50925328
   3685	-269.97128881	  1.19321860	-72.56707073	  2.47439984	279.56547080	  1.08189517
   3686	-270.77009859	  5.51943356	-78.99830149	  4.75086673	282.11351496	  4.70929777
   3687	-258.99963966	  2.15208138	-84.67449114	  2.98595615	272.50217649	  2.58727450
   3688	-255.86488324	  2.54703599	-80.64137959	  2.42722370	268.27894980	  2.94184966
   3689	-256.55762841	  2.32749186	-81.54694092	  1.12830606	269.20794811	  2.34333943
   3690	-253.79214650	  1.61269133	-78.42704134	  2.34727157	265.64603758	  1.24403037
   3691	-255.90583382	  1.68099307	-76.19706437	  2.09126722	267.01669408	  1.75288852
   3692	-252.42840034	  2.18009909	-74.58895297	  1.65337991	263.22556791	  1.84285016
   3693	-256.34419483	  3.08583684	-75.43341577	  1.75242592	267.21790704	  3.11929180
   3694	-261.88761719	  5.04276817	-68.12529951	  1.87703216	270.61417633	  4.80632921
   3695	-271.73686182	  3.16770116	-66.43918924	  3.33640563	279.76769803	  2.50778985
   3696	-278.34353186	  2.22823538	-64.13681329	  1.55273837	285.64030453	  2.37592144
   3697	-277.19364357	  1.76907328	-58.73121006	  2.61424823	283.35732765	  2.06394090
   3698	-272.72798669	  2.64555517	-60.14917519	  4.21759800	279.31272089	  2.76930416
   3699	-276.57532176	  1.25615223	-74.20880290	  2.96693990	286.37163735	  1.58776795
   3700	-277.45757597	  3.11965731	-73.52157655	  2.00714788	287.04246521	  2.91766287
   3701	-280.74590799	  2.83054634	-72.06144920	  2.11297422	289.85134214	  3.12944510
   3702	-288.46144725	  1.81844196	-78.79906474	  4.44460022	299.05784776	  2.60077928
   3703	-291.02036557	  1.82868927	-86.09888484	  3.42615383	303.51154234	  1.30286253
   3704	-286.88985280	  1.93317700	-88.17380888	  3.13495310	300.15348804	  1.36269345
   3705	-289.36058750	  1.48020557	-92.21036126	  1.27785064	303.70091013	  1.37164908
   3706	-289.21246981	  1.40105461	-88.95238612	  1.34964677	302.58615731	  1.33476438
   3707	-292.25171841	  2.88556558	-85.64302166	  1.77880776	304.54961664	  2.61069317
   3708	-294.05690471	  1.49965978	-94.52420494	  2.83908655	308.89097801	  0.98062216
   3709	-296.53048648	  1.93183540	-87.17565843	  3.16698122	309.09751553	  1.55321730
   3710	-304.33587625	  3.18947458	-79.30982235	  1.37192727	314.50538771	  2.96471381
   3711	-315.02564586	  3.53271279	-81.10492731	  1.45020947	325.30259375	  3.46012274
   3712	-322.87591909	  2.07827683	-75.51591098	  2.94882819	331.60454956	  1.71740405
   3713	-323.29883255	  2.01911611	-67.32341314	  4.04273616	330.26159958	  1.50780356
   3714	-333.89527307	  5.13607743	-54.83239493	  2.24713498	338.37762658	  4.96544542
   3715	-343.57659313	  2.84297798	-54.99488030	  2.74947192	347.95979316	  2.98942670
   3716	-353.15888626	  3.55267886	-54.83143081	  2.53803098	357.39701544	  3.75782215
   3717	-349.58527731	  2.67264627	-51.17217079	  2.33830903	353.31866111	  2.64416513
   3718	-359.52215169	  2.42635617	-40.72750289	  4.63368014	361.84970706	  2.65607658
   3719	-350.25148578	  4.70632761	-29.34400121	  1.75699092	351.48200161	  4.77627246
   3720	-344.47545533	  2.87356954	-31.67535951	  1.23869122	345.93094478	  2.87070039
   3721	-334.75023884	  2.13276737	-41.94702354	  6.02854811	337.42509391	  1.57266559
   3722	-331.77515787	  1.38499674	-45.14173813	  2.13802021	334.83872073	  1.43260117
   3723	-331.80630010	  3.88913119	-42.87739287	  2.64672405	334.57492957	  3.95456670
   3724	-323.50938193	  2.91146920	-38.79103663	  1.69536928	325.83227505	  2.78283731
   3725	-325.95811301	  3.14031889	-36.11837383	  1.93016609	327.95886243	  3.13050481
   3726	-319.36926284	  1.27671185	-30.80856585	  2.64956867	320.86284759	  1.25579682
   3727	-322.37266113	  1.34465027	-25.15897368	  1.86989207	323.35805149	  1.40773391
   3728	-320.62822955	  1.17372795	-22.90950354	  3.64746392	321.46623253	  1.20412181
   3729	-322.69955443	  3.85487449	-15.50709640	  2.01977717	323.07797457	  3.87741851
   3730	-323.89505796	  1.43322605	-14.41322882	  2.11468008	324.22237399	  1.45874941
   3731	-320.01651203	  2.52409424	 -9.90768112	  1.96774274	320.17562026	  2.55839269
   3732	-314.38602065	  4.07134089	 -7.37440350	  1.91306313	314.47821109	  4.07948369
   3733	-305.23025489	  2.59685566	  1.92625415	  2.80666374	305.24916284	  2.60548642
   3734	-305.26915971	  2.67788226	  9.26888177	  3.01759650	305.42521814	  2.62394854
   3735	-301.85106570	  3.29853640	  9.92355798	  2.17656593	302.02154557	  3.33866122
   3736	-311.10667138	  2.36255370	 14.93910341	  1.77288519	311.46991471	  2.39891652
   3737	-304.36195944	  1.68902433	 10.67558032	  1.65618489	304.55348873	  1.71424037
   3738	-307.89219571	  3.06902342	 11.27761091	  2.76881967	308.11146877	  3.03261737
   3739	-308.01010648	  2.15987067	  0.36282376	  4.77006011	308.04721412	  2.16557651
   3740	-300.70017426	  3.23913473	 -1.11706609	  1.67243618	300.70684233	  3.24447919
   3741	-295.89174794	  2.22461095	 -1.75991616	  1.81004008	295.90246041	  2.23223430
   3742	-292.84904098	  1.53262272	  0.01699137	  3.21683857	292.86666578	  1.54082884
   3743	-304.26765774	  3.51220470	 -9.41818338	  2.43562003	304.42241374	  3.57373271
   3744	-310.79077488	  4.72144059	-11.95119181	  1.21757492	311.02312714	  4.70378676
   3745	-308.65644432	  2.59864444	 -5.11053011	  3.65049569	308.72023131	  2.61074488
   3746	-309.06140632	  2.50638472	 -6.23212341	  3.45340257	309.14395440	  2.45268332
   3747	-309.25621584	  1.80709626	 -9.32927775	  1.78515881	309.40213133	  1.79331379
   3748	-305.57153863	  1.29877334	 -6.24254764	  2.29338728	305.64389510	  1.30017268
   3749	-314.08376565	  2.75873763	  0.43699802	  2.05494118	314.09080299	  2.75748233
   3750	-314.54653424	  1.93314964	  2.84793141	  2.17862049	314.56695525	  1.93572617
   3751	-315.56827425	  3.20635534	 15.30837922	  4.39630033	315.96808550	  3.38515958
   3752	-322.00328280	  2.86256953	 18.92244062	  2.17548799	322.56678031	  2.78786438
   3753	-323.95731340	  4.12461571	 15.39034102	  2.16926051	324.33071703	  4.06295972
   3754	-334.18373496	  3.91912181	 18.96015685	  4.39907709	334.74844060	  4.05575809
   3755	-338.43270441	  3.90234329	 26.23375035	  2.23948551	339.45450032	  3.97377130
   3756	-330.33921163	  1.24225147	 26.82811840	  1.00999036	331.42832031	  1.25477005
   3757	-326.37098485	  3.42514607	 31.31428613	  1.70711483	327.87412030	  3.43676773
   3758	-317.70296630	  2.32829737	 36.62250132	  1.64167196	319.81052379	  2.39318369
   3759	-316.96928741	  2.32768210	 34.92343986	  3.53255793	318.90490714	  2.59481863
   3760	-317.92631433	  1.34329980	 26.74103760	  4.30025131	319.07813654	  1.28989745
   3761	-322.98603959	  1.98459730	 19.72664337	  2.75785070	323.59972688	  1.97062348
   3762	-328.27389774	  2.46512359	 25.13176347	  1.65101937	329.23831883	  2.50790499
   3763	-332.51303493	  2.93549427	 31.82735634	  2.17514293	334.03878813	  3.05538887
   3764	-336.47943454	  1.18229104	 31.62849142	  1.86664033	337.96748331	  1.27817120
   3765	-339.05393340	  2.51894105	 23.48211739	  3.54748718	339.88612917	  2.30835901
   3766	-342.60078897	  2.40724726	 19.06000209	  2.32047466	343.13820785	  2.43598718
   3767	-345.08324944	  2.53055849	 14.63527549	  2.29919473	345.40097999	  2.54821046
   3768	-343.66422617	  2.04535947	 13.46910819	  2.17880242	343.93493138	  2.05204271
   3769	-344.49437524	  2.21481291	 12.04216445	  1.37507957	344.70757829	  2.20680835
   3770	-352.96110834	  2.67679695	  7.96326436	  1.73830407	353.05538601	  2.65309890
   3771	-349.02810072	  1.87892070	  9.81611597	  2.66499920	349.17633698	  1.86801591
   3772	-350.87358509	  2.87785120	 15.93431473	  1.94470828	351.24083396	  2.84878447
   3773	-361.31925501	  4.86532517	 24.81789184	  4.57820618	362.19582396	  5.13305584
   3774	-368.72021627	  1.58100218	 23.09742967	  2.70945601	369.45303662	  1.54388918
   3775	-372.73695084	  2.14408694	 15.92563485	  3.77205034	373.09638175	  2.09183263
   3776	-378.39145377	  1.95304737	 18.66159024	  1.18886686	378.85330830	  1.93541199
   3777	-373.10301001	  3.17611597	 24.16736820	  3.86504359	373.90682097	  2.93824230
   3778	-363.43153554	  4.26817423	 28.57455425	  2.61400214	364.56225388	  4.28946843
   3779	-360.52222901	  3.38860205	 33.23735828	  3.00038420	362.06400788	  3.33747215
   3780	-353.99882952	  2.36505864	 42.14404427	  3.74678249	356.52018991	  2.06829235
   3781	-349.36749656	  4.45100746	 52.91642692	  4.87391585	353.39344883	  3.79904453
   3782	-342.64570319	  2.84501659	 55.67869778	  2.07389434	347.14772911	  2.65417214
   3783	-336.83264700	  2.64613100	 57.71032546	  2.61841381	341.75150045	  2.54632892
   3784	-328.96039612	  4.33524668	 55.15108516	  2.15680869	333.55693875	  4.44963045
   3785	-327.42951591	  2.97964961	 45.01259989	  2.81990064	330.52370192	  2.67107796
   3786	-323.85777464	  2.83333144	 40.82304789	  4.09560476	326.44997625	  2.36520303
   3787	-315.35792508	  3.81217334	 52.23622609	  1.60213090	319.66086276	  3.64369805
   3788	-312.66966872	  3.96147473	 62.62999273	  7.52923917	318.95150603	  5.21126187
   3789	-317.05571354	  1.21063891	 75.43612528	  2.62029765	325.91537596	  1.56006590
   3790	-312.23094344	  2.12441807	 66.58441944	  3.06243288	319.26509641	  2.31015560
   3791	-306.95360793	  1.72417463	 56.14934627	  4.70372994	312.07888452	  2.26587639
   3792	-301.45405305	  2.44523938	 43.71360024	  3.07591984	304.62303180	  2.38199993
   3793	-301.44712871	  1.26549306	 44.84689910	  3.31755494	304.78328473	  1.17164898
   3794	-300.05003463	  1.78042987	 39.86214857	  3.12758844	302.70096068	  2.02344194
   3795	-297.93607441	  1.33206670	 31.89716157	  2.28997142	299.64696245	  1.43164807
   3796	-304.47285617	  2.10173838	 34.60069125	  1.41501061	306.43554760	  2.14539224
   3797	-306.64238557	  2.27008403	 34.22373330	  2.11585634	308.55303077	  2.33963382
   3798	-313.68237006	  1.35762654	 35.01086115	  1.58609702	315.63414719	  1.35412786
   3799	-313.46643225	  2.79753817	 33.63483536	  1.97502408	315.27325381	  2.64738919
   3800	-308.14772221	  1.80811474	 32.32793769	  2.55321556	309.84856265	  1.94182038
   3801	-308.60872643	  1.75091575	 36.58772616	  1.76411116	310.77468006	  1.81211504
   3802	-306.73776831	  2.49004661	 39.30094515	  2.46065329	309.25592999	  2.37649191
   3803	-308.29829305	  1.24885488	 42.65942153	  4.62951133	311.26939215	  1.42171386
   3804	-309.78868994	  1.41099139	 48.01652665	  2.32480229	313.49624389	  1.45599119
   3805	-307.61825464	  2.16033378	 41.85139445	  2.02481985	310.45965512	  2.02466864
   3806	-311.88680579	  1.93295296	 46.06309113	  2.89721850	315.28292515	  1.99881991
   3807	-306.35057959	  3.03280251	 45.50519224	  2.72177379	309.72290620	  3.11888751
   3808	-295.54675059	  5.27465086	 51.15562971	  2.83118785	299.95877297	  5.03510884
   3809	-293.67420042	  1.58289266	 52.23241204	  2.01344370	298.28988360	  1.57025585
   3810	-295.36486409	  3.53050045	 54.91235242	  2.23577037	300.43598238	  3.38422555
   3811	-288.35503255	  2.98471209	 56.79369549	  1.54075210	293.89995237	  2.87211885
   3812	-281.02940303	  2.94827148	 52.59335473	  2.07075243	285.91364715	  3.15484115
   3813	-275.99924971	  2.21630315	 48.70158390	  2.09759050	280.27040145	  2.28999371
   3814	-272.82977143	  1.68792713	 54.88744085	  3.08609416	278.31249106	  1.80159251
   3815	-273.73577994	  1.93928745	 48.61932299	  2.46928801	278.03071245	  1.97406743
   3816	-269.51067574	  2.25398358	 48.59760636	  2.15185794	273.86525199	  2.29485704
   3817	-266.00612416	  2.92290304	 45.07388945	  1.78196371	269.80252082	  3.03843971
   3818	-266.45843594	  3.29925112	 53.61087620	  1.52679434	271.80224939	  3.31323345
   3819	-270.19875602	  1.41676453	 48.79087187	  3.25053560	274.58741468	  1.49727516
   3820	-272.27988283	  2.59428181	 45.84528386	  1.80643991	276.11845375	  2.59184662
   3821	-281.30591338	  2.37740780	 41.78937609	  3.46572632	284.41699948	  2.00064782
   3822	-273.24940843	  2.41438691	 45.65358732	  1.38582377	277.03998622	  2.46678925
   3823	-273.84117974	  0.94866433	 45.47760583	  1.21333596	277.59456567	  0.91302358
   3824	-272.48863311	  1.90908636	 44.78333977	  2.62993806	276.15710705	  1.84827071
   3825	-275.42221490	  3.33200128	 40.97065868	  2.93519785	278.47098850	  3.10121232
   3826	-277.90611793	  1.21617677	 50.07944612	  2.89531132	282.39597316	  1.46204141
   3827	-272.41371506	  2.55772353	 51.39927141	  2.50140608	277.22936200	  2.79232595
   3828	-268.84707624	  2.69407601	 52.51200257	  3.45129623	273.95436717	  2.10594739
   3829	-263.16268038	  1.93228115	 63.21129092	  2.07577299	270.65556070	  1.96815957
   3830	-265.53517431	  2.57696948	 64.11393145	  2.28308509	273.17258330	  2.84920724
   3831	-259.60340026	  5.62450716	 62.55392519	  2.16579263	267.04631709	  5.43224151
   3832	-252.54332531	  4.58355465	 75.67265312	  4.36123607	263.65675094	  5.44321847
   3833	-257.44874810	  2.68859651	 84.91877527	  1.65374548	271.09617845	  2.80744492
   3834	-261.70330476	  3.13095142	 83.17969567	  1.49928059	274.61024071	  2.95768267
   3835	-272.07977297	  2.76147101	 78.61250565	  1.34053724	283.21398041	  2.56767724
   3836	-282.60613238	  5.06966848	 78.32137633	  2.00714690	293.27005145	  4.78237893
   3837	-287.41076363	  1.79292414	 75.89409672	  2.38095581	297.26995915	  2.07746980
   3838	-294.39841058	  2.00509856	 75.91387689	  1.49696706	304.03218817	  2.00767072
   3839	-292.23282662	  3.60840823	 73.31483394	  1.58474334	301.29252753	  3.66533869
   3840	-279.68758202	  1.37995841	 66.51352095	  3.23541345	287.50437924	  1.67215555
   3841	-276.38177697	  3.12231439	 75.49756695	  2.40616284	286.51951342	  2.97928758
   3842	-276.26012111	  2.36762798	 78.89707934	  3.93924162	287.32546026	  3.09948715
   3843	-273.24534320	  2.44061921	 81.72936154	  1.71150036	285.21100413	  2.50501439
   3844	-283.56818164	  2.28808015	 83.70258161	  2.92131902	295.67377280	  2.79737413
   3845	-288.73265522	  4.26317085	 83.58268916	  2.54842610	300.59952230	  4.14830241
   3846	-291.82644992	  3.15672122	 90.24222409	  3.58869042	305.47474416	  3.78947926
   3847	-300.46506377	  4.14341361	 90.66332207	  3.00430937	313.86588348	  3.67334358
   3848	-309.46567587	  2.93072453	 96.61173418	  3.39773831	324.21432883	  2.83451535
   3849	-311.14922815	  1.83838919	 96.82824473	  1.72345929	325.87165108	  1.88895791
   3850	-307.12800367	  3.88867811	100.71306800	  1.80997406	323.23093641	  3.30034415
   3851	-298.02351006	  1.22685723	 98.70662084	  4.76572862	313.97787900	  1.76589771
   3852	-299.33352310	  1.68259793	 95.46021227	  1.77840000	314.19263738	  1.48008006
   3853	-299.42945301	  2.95505159	 92.90962473	  2.61756726	313.51887004	  3.42020629
   3854	-298.66107946	  3.31612281	 95.30686082	  1.88946416	313.50719795	  3.10510598
   3855	-301.91673372	  1.48507633	 95.05621249	  1.90995839	316.53284259	  1.48680512
   3856	-302.57577431	  1.85363180	 97.06661543	  2.29620170	317.77441330	  1.46893874
   3857	-305.25894970	  2.85261791	103.25051438	  2.28037054	322.25460415	  3.00045251
   3858	-307.59302953	  2.29988643	 96.78095723	  3.50023018	322.47647207	  2.54785154
   3859	-309.61775659	  2.84666442	 92.50399106	  4.65208153	323.16506840	  3.77193397
   3860	-308.82989619	  1.65890603	 93.08514298	  1.78806739	322.55864781	  1.61756176
   3861	-297.86596049	  3.35158955	103.30673677	  6.52506813	315.35091117	  2.00618310
   3862	-293.58603484	  1.93858980	111.69833346	  1.43829253	314.12194878	  1.58292882
   3863	-291.49609217	  3.29238125	112.48250963	  1.45521033	312.45328510	  2.86160143
   3864	-288.16984623	  1.82782381	116.79957664	  1.95545897	310.94594630	  1.94540959
   3865	-277.46609048	  6.50075370	121.41732650	  5.01135060	302.95087092	  4.21209918
   3866	-268.37121906	  2.51246748	127.91458899	  3.58020640	297.31932187	  2.36738417
   3867	-272.32913366	  3.42993482	120.44400056	  3.17597724	297.78971279	  3.61283114
   3868	-271.77748293	  3.12428515	122.78446032	  1.73313402	298.23707065	  2.53742572
   3869	-285.76040805	  3.66448589	123.20945385	  1.87197556	311.19644443	  3.64500405
   3870	-288.40673528	  1.97809505	122.18126834	  1.94178656	313.22369700	  2.30354622
   3871	-286.34522033	  4.51105776	120.09550465	  1.33391061	310.51774339	  4.16838632
   3872	-285.87981852	  2.87070593	122.15428640	  1.87176958	310.88712201	  3.14359107
   3873	-283.66287714	  2.09184155	122.82510773	  1.44911508	309.11636677	  2.04511304
   3874	-279.36521595	  4.21954144	125.88367007	  2.09815677	306.43356961	  3.50663392
   3875	-268.82120202	  1.79701605	122.80587710	  2.41655901	295.55130155	  2.14925112
   3876	-270.43164984	  3.72486943	122.01852671	  2.01859269	296.69690525	  3.27015008
   3877	-256.01714801	  1.86215950	120.47871121	  1.93677384	282.95265318	  2.21691598
   3878	-250.95773091	  4.27770690	120.48151632	  1.26293371	278.38549237	  4.12188020
   3879	-245.88278475	  1.46947297	116.82389378	  1.66680192	272.22989315	  1.41026504
   3880	-244.41792439	  1.59343055	116.11192888	  2.39776456	270.60388164	  1.98225263
   3881	-233.47842039	  4.09425490	105.70477826	  3.61157109	256.31054192	  4.51501971
