            time               x               y             v_x             v_y
             766       -59.00034        42.12356       -1.149328        1.017312
             767       -59.42562        42.38742      -0.9719357       0.2720012
             768       -60.98817        43.10068        -1.13515      -0.3166176
             769        -62.0933        45.49321       -1.540011      0.04470644
             770       -62.19336        44.74449      -0.3273295      -0.3041913
             771       -60.01515        46.14603       0.5523279       -1.509414
             772       -60.90331        45.76483      0.09093075       0.4561535
             773       -60.37995        44.65161      -0.8739964     -0.09558842
             774       -58.53662        43.60523      -0.2154244      -0.1223197
             775       -56.25311        44.94665       0.3266576      -0.9598657
             776       -56.90135        46.71692       0.5161851       -1.402394
             777       -56.77686        45.68794       0.1978672       0.5911096
             778       -57.05204         46.2464      -0.1596732      0.08129372
             779       -57.05983        46.01088       0.5019595      -0.4948102
             780        -56.6453        46.75878       -1.243204     0.004686659
             781       -55.61284         46.4128      -0.4504049      0.07430329
             782       -54.50727        47.29289       0.3369112       -1.314924
             783       -55.23556        47.00412       0.3725865       -1.836764
             784       -55.40014        46.57491      -0.2957038      -0.8868989
             785       -55.05422        47.47883        1.730738      -0.5502314
             786       -54.45022        46.61489        1.318394      -0.3774252
             787       -54.82481        47.18283        1.555029      -0.1617158
             788       -53.17442        48.16128      -0.5806405      -0.8397655
             789       -53.01437        47.65143      -0.4221345        -1.30129
             790       -53.12029         48.7032       -1.424462      -0.3961398
             791       -52.57387        48.71191       -0.911753      -0.2242878
             792       -52.57435        50.43615        1.264132       0.6411452
             793       -53.40976        51.02401       0.4993104        -1.32236
             794       -52.93985        48.07358        1.350697      -0.2004163
             795       -51.21953        48.27974        1.431062       0.8860056
             796       -50.20689        48.61675        1.048222        1.352361
             797       -50.89008        47.08313       0.3292681      -0.6907323
             798       -52.18195        47.96003       0.5736395        1.231389
             799        -51.7324        50.42671       -1.487315      -0.5851691
             800       -51.40211         50.0609       0.3827108       0.2032818
             801       -51.47793        50.66264        1.570435       0.5893346
             802       -53.26883        52.00005      -0.7555942      -0.1822056
             803       -53.62037        51.99817      -0.1484139      -0.4553817
             804       -53.43423        51.57893        1.140874      -0.5271636
             805       -52.32797        50.64453       -1.267034      -0.7857977
             806        -52.1914        51.99265     -0.07643017       -2.065049
             807       -52.97009        51.96713       0.5051937      -0.6707669
             808       -53.08083        53.75285      -0.3995172       -0.241178
             809       -55.22683        54.93511      -0.8628621      0.07247094
             810       -55.27949        54.91566       0.1364315        -1.60692
             811       -54.96826        54.60812        1.299615       -1.014701
             812       -54.04742        56.21245       0.3850162      -0.9403647
             813        -54.0807        57.17211      -0.3901328      -0.3448711
             814       -54.42825        57.06405       0.6424848      -0.4664894
             815       -53.56008        56.56353       0.7095046       0.6702813
             816       -51.12809        58.01836       0.1432876      0.03983967
             817       -50.76944         58.4027      -0.8753058       0.3875389
             818       -51.46139        60.35427      -0.8133152       0.4931335
             819       -52.55759        61.15708       0.4086142       0.1996044
             820       -52.38564        62.36166       0.7107697       0.8193878
             821       -52.72357        63.23426       0.4271531       0.5286011
             822        -51.6899        62.00534      -0.3571388       0.5215127
             823       -51.53676        63.30098      -0.1786428       0.2599814
             824       -51.04018        63.12394       -1.254902      -0.1101159
             825       -50.74398        62.45281       0.3794411        0.570661
             826        -52.3232        62.68905       0.5750717       0.8390864
             827       -52.44543        61.28617       0.8519935        3.121941
             828       -52.41947        63.36776       0.7706804         1.68435
             829       -51.15229        64.64697       0.6990624       0.1652151
             830       -50.34111        63.37699       0.1155823       -1.569516
             831        -52.0454        63.65553       -0.343478       -1.262985
             832       -53.53414        64.34751       -0.252905       -0.840013
             833       -54.12366        64.43502       0.4131071      -0.8969184
             834       -53.27041        63.07496        1.158385      -0.4003048
             835        -52.2615        64.16861       -3.000045        0.348234
             836       -53.78921        64.53737       -1.404096       0.3617147
             837       -56.04124        64.46544       0.8497344        1.688805
             838       -56.41631        63.64061      -0.1822981        0.972359
             839       -56.09627        63.60375      -0.5078068       0.4192821
             840        -56.5412        63.47796      -0.5561135       0.1935477
             841       -57.35299        64.30923      -0.7217107       -0.546819
             842         -57.515        61.87463      -0.4457203       0.8405778
             843       -57.21428        61.99265      -0.1754659      -0.1012607
             844       -59.79341        61.27968       0.6289025       0.7712256
             845       -60.42038        60.34731       0.8332583      -0.6422294
             846       -59.18806        58.27331        1.508671       -1.001301
             847       -59.19216        58.73356       -0.541296      -0.4178285
             848       -56.86709        59.94066        1.487181      -0.1727688
             849       -56.09092        59.79331         1.34169       0.2246225
             850       -54.39746        59.39366        1.568467    -0.003309547
             851       -53.36845        59.94705        2.080751      -0.3260109
             852       -52.73984        59.90883        1.838812      -0.6436387
             853       -50.24783        58.08396        1.986499       -1.641336
             854       -48.90598        57.37901      -0.4384604        1.399855
             855       -50.37404        58.64457        1.916247       -0.530813
             856       -50.38538         58.7148     -0.09430082      -0.2664602
             857        -49.7994        59.32838      0.03274493       -1.922214
             858       -49.04117         59.0072       -1.195425      -0.8512034
             859        -50.2407        58.82129       -1.910458       -1.447458
             860       -50.74687        57.50665       -2.123644       -1.058241
             861       -50.79664        56.60665       0.3197774        -1.56786
             862       -50.10452        57.87386      0.09882956       -1.589097
             863       -50.81354        56.98273        1.083296      -0.0517355
             864       -49.38729        58.61287        0.667996        1.013988
             865        -49.6894        59.80733      -0.7708842       0.2115925
             866       -50.39429        59.52086       0.3812176         2.08662
             867       -51.01067          61.347        1.047458      -0.7545012
             868       -49.78341        61.07246       0.6886636       0.7395212
             869       -50.25032        61.80427      -0.7809785      0.07318012
             870       -50.59552        62.10645      -0.8287781       0.1128043
             871       -51.20147         62.2976      -0.6742944      -0.6206549
             872        -51.1517        62.41355       0.3073411       -1.557768
             873       -51.08636        63.75954      0.06895733     -0.08103377
             874       -52.65298         63.2448      -0.3185933        1.012757
             875       -53.36045        64.16321      -0.6774783       0.0762741
             876       -54.59187        64.29347       0.1300139        0.807529
             877       -54.85166        63.60633      -0.1430047       0.5386144
             878       -55.83918        63.70089      -0.9624075       0.7146999
             879       -56.54876         62.6705        0.109689      -0.6119204
             880       -56.22622        62.73948       0.6556717      -0.5911458
             881       -55.02409        62.71241        0.143702       0.8079958
             882       -53.75141          62.716       -1.186175      0.04801795
             883       -54.89415        62.27814      -0.2744412       0.6899654
             884       -52.93486        62.24475       0.7415688       0.4791994
             885       -53.48109        62.13812       0.9248588       0.6278307
             886       -54.23512        61.15488        1.898533       0.1854432
             887       -54.10769        61.40905        1.276902      -0.4771283
             888       -54.95851        60.61275          0.7172        0.927262
             889       -52.68114        60.32746      -0.3272568         1.60195
             890        -51.7478        61.02153        1.633949        1.409224
             891        -49.3132        59.87113        1.102838       0.7931345
             892       -49.14772        58.76517        1.491338      -0.9293795
             893       -49.26927        57.64168        1.338685       0.8272995
             894       -47.82921        59.39937       0.8548383        1.059137
             895       -47.24826        58.71274        1.601617       -1.145808
             896       -45.05332        57.87693       0.4123213       0.3061177
             897       -45.38484        57.45602       0.8711029      -0.7305931
             898       -44.58004        57.59129      0.04100446       0.3705649
             899       -44.37508        56.44472      -0.7416874       0.9195685
             900       -45.57055        56.93968       -2.319433        1.787707
             901       -45.98573         57.8348       -1.020424        1.231692
             902       -45.84174        56.54653       0.1387319      -0.5437295
             903       -46.59699        56.35751       0.7763855        2.343389
             904       -45.97983        56.61193       -1.649971      -0.5717187
             905       -46.67471        55.60658       -0.577727       -1.261698
             906       -48.26633         54.0317      -0.6306808       0.1848783
             907       -47.85746        55.37723       0.7393297       0.7591938
             908       -47.31702         54.2722        2.632419       0.4134616
             909       -46.30596        54.47079      -0.7987634     0.001033072
             910       -45.79525        54.02652       0.2372478       0.4503484
             911       -46.47761        55.35636      -0.5086976      -0.8805736
             912       -45.94796        53.95265       -1.810056      -0.3105209
             913       -44.91105        53.42733      -0.4586202        1.908648
             914       -44.03915        54.73161      -0.7259805        2.149221
             915       -43.94348        54.57507      -0.4574744        1.759257
             916       -43.57172        56.67624        0.113738       0.7808778
             917       -43.68278         57.1161       0.7994865        1.759502
             918       -43.25638        58.50706       0.4061233      -0.7209002
             919       -43.84264        58.99629      -0.2323681       0.5885802
             920       -43.31524        58.38214       0.1926838       0.5288815
             921       -43.35699          57.846       -0.332563       0.3713026
             922        -44.7737        57.74627      -0.7665502        1.329878
             923       -44.54622        58.71228        1.419949        2.031573
             924       -44.14449        58.33976        1.049093        1.053462
             925       -42.93705        58.91668       0.7834682        1.041144
             926       -44.23478         59.7698       0.3037526        1.633796
             927       -44.30609        60.59041       -1.486193      -0.9080635
             928       -44.11072        59.29479       0.3213874       -2.201173
             929       -44.47184        58.98767         0.28377       -1.379452
             930       -42.98129        59.02054      -0.3080034       -1.464168
             931       -42.43529        58.86618       0.3533977      -0.9842134
             932       -41.89449        58.88353      -0.5389805        1.835703
             933       -43.79404        58.35628     -0.07517658       0.9152209
             934       -44.54576        58.29791       0.5975567        1.067134
             935       -41.14814        58.43458        1.088418       -1.503577
             936       -38.77245        56.93431        0.651022      -0.3312032
             937       -39.24306        57.49266       -0.343866      -0.4732693
             938       -37.28264        58.05296      -0.1759328      -0.9566421
             939       -35.80308        58.56985       -1.364498      -0.4494282
             940       -35.64683        56.93358      -0.2590972      -0.6303659
             941       -32.75501        56.49863        1.350003       0.1149997
             942       -31.60748        58.51055        0.474325       -0.199653
             943       -30.01044        59.46272         1.03125       0.9418646
             944       -28.08036         60.2008        0.871699         1.30951
             945       -27.67766        59.71933         1.43522        1.853938
             946       -28.28067        60.86935        0.168911         0.37118
             947       -28.43855        60.75564       0.5163545      -0.9516484
             948       -28.51263        60.66311     -0.06822891      -0.8641843
             949       -28.32299        58.96312      -0.4480307       0.4901064
             950       -28.43102        59.38329       -1.700051      -0.4619057
             951       -28.19776        59.65364      -0.4876041        1.419503
             952       -29.07953        60.03319        1.320848        1.450628
             953       -29.03013         59.4594      0.07809827        0.859479
             954       -28.44536        61.19887       -1.341145        1.131037
             955       -27.20773        61.69489       -1.639996       0.6174852
             956        -28.1675        61.67665       -1.230473      -0.2917932
             957       -28.42797        60.76756       -1.311727     -0.01049858
             958        -28.3008        61.70605       0.1862936       0.7157802
             959       -27.62535        63.10072      -0.8557634       -1.221344
             960       -27.41362        62.96397       -1.818175        1.476117
             961       -26.70811        63.25167       -1.213177      -0.3055102
             962       -27.02324        63.61427       -1.696149      -0.3266238
             963       -27.61415        63.59579        1.125881       -2.109352
             964       -29.04606        64.27045      -0.4358881      -0.3890838
             965       -28.43762         62.7987        1.600669        1.207594
             966       -27.05016        62.51444       -1.424963        1.241924
             967       -27.91758        62.30571      -0.1134768      -0.2925445
             968       -28.52561        61.59879      -0.7834219      -0.1711865
             969       -28.02661        62.44693       0.3766046       0.8422007
             970       -25.99152        61.62935      -0.1035996       0.1607985
             971       -26.02776        60.57331      -0.2367948       0.8813344
             972       -26.56344        60.58768       -1.372686       -0.637993
             973       -27.25163        61.72449      -0.4140039      -0.5180628
             974       -26.91289        60.69316      -0.8125896      -0.1197286
             975       -26.62495        60.19294      -0.1997149      -0.3353479
             976       -26.42749        59.68124       -1.222661      -0.8882841
             977       -26.00728        59.13811      -0.8016853       -2.209244
             978       -26.70145        58.92887       -1.988866      -0.9283863
             979       -28.12741        57.81469       0.4996524        -1.52308
             980       -29.20454        54.79452        1.290032      -0.5782881
             981       -29.68226        54.42733      -0.7040919       -2.271977
             982       -31.73015        53.38413       0.2094447      -0.8749263
             983       -31.77594        52.85293        1.879216       -1.210029
             984       -32.74555        52.04632       0.6504047      -0.2398683
             985       -33.05266        50.61786       0.3242127       -1.466869
             986       -33.09553        50.16499      -0.1091396       -1.729364
             987       -35.53488        51.49234       -1.000856      -0.5665124
             988       -33.86147        52.25039      -0.7877096        1.527692
             989         -35.793        53.64348      -0.9416079      -0.9031939
             990       -36.85947        53.21979       -1.733705      -0.6894479
             991        -37.6911        52.52893       -1.196088       0.3963519
             992        -37.4991        53.09253      -0.5220727     -0.02376848
             993       -38.33233        50.93988       0.2252212       0.1737765
             994       -37.00351        49.97778       0.2350724       0.2946323
             995        -36.1504        50.77659        1.695694      -0.7650619
             996       -36.66666        50.13146       0.6095445       -1.198865
             997        -35.7283        49.31385      -0.4178566         -0.1962
             998       -34.90248        49.51876       0.3173009        1.885833
             999        -35.6127        51.16717       -0.282993        2.660382
            1000       -36.98117        53.19689      -0.8259944        1.156897
            1001        -37.9838        53.21354      0.09236815        1.982688
            1002       -38.49252        54.93411       0.5767006        1.529617
            1003        -38.5614        55.43072       0.9218569     -0.09599879
            1004       -39.96043        56.42955        -1.63045       0.1080629
            1005        -40.5239        55.99566      -0.6256156        1.967979
            1006       -40.21623        57.12656       0.1224524       -1.544179
            1007       -41.39478        54.55068       -2.176277       0.8985009
            1008       -42.33387          54.654      -0.2904282        1.234487
            1009       -43.28084        56.08613      -0.6391835         0.71907
            1010       -43.45618        56.71187        1.763662       0.9461296
            1011       -42.34802        57.28447       0.7152255       0.6603318
            1012       -41.93877        58.27075        1.022917       0.6413686
            1013       -41.50299         58.1296      0.06085522       0.5516734
            1014        -41.7274        58.55244        0.163049       0.7659587
            1015       -41.29684        58.54531       0.1333413      -0.7991326
            1016       -41.75816        58.70148      -0.7152211        1.469802
            1017       -42.45117        59.09384       -1.598515      -0.3094793
            1018       -42.43309        58.98858        1.626651       0.7813067
            1019       -41.68466         59.6745       0.2503745       -0.289494
            1020       -41.17229        59.03722      -0.6759331       0.2491643
            1021       -39.55293        58.77289      -0.3029874       0.1896193
            1022       -40.36117        58.20911     -0.05501272       -0.269967
            1023       -39.32567        59.20345      -0.7310281       0.3422158
            1024       -39.75954        60.04203      -0.3095276        1.981033
            1025       -40.62097        60.45872     -0.03469804       -0.637283
            1026       -40.42604        59.92043      -0.7546643      -0.2381016
            1027       -40.09779        59.64162       -1.179655       0.8992433
            1028       -39.04654        60.04134        0.513384       -0.657165
            1029       -39.48655        60.06268      -0.1996948       0.3785593
            1030       -40.04981        61.82176      -0.8908746       0.4682605
            1031        -40.4725        61.64089      -0.0109594      -0.7457736
            1032       -39.06951        62.29556        1.131132      -0.6789397
            1033       -37.04851        60.92729      -0.6288386       -2.176049
            1034        -38.0265        60.69058      -0.0958219      0.07656819
            1035       -37.73704        61.10455      -0.4485139       -1.606631
            1036        -37.2627        60.38671       -1.157436       0.6265256
            1037       -38.49782        61.29068      -0.2665318       -1.213935
            1038       -39.26661          61.279        1.163902       -1.040287
            1039       -38.65769        60.91727      -0.7724915       -1.790471
            1040       -39.27055        60.36964        1.109072       -2.112021
            1041       -38.86245        59.18072        1.092141       -1.035904
            1042       -38.53948        60.06266        1.040647      -0.4353811
            1043       -39.13592        58.80129        1.545491       -1.348121
            1044       -38.97751        59.47735         1.17732       -1.075144
            1045       -39.18301        59.69615       0.9493775       -1.297295
            1046       -38.57958        58.54694      -0.1904418       0.7051887
            1047       -39.54324        58.83985       0.4482735       0.3889711
            1048       -38.67406        59.12379       -0.292845       0.5055625
            1049       -39.40096        59.10985      0.02383661       0.3274732
            1050       -35.75258        58.18534      -0.4826654        1.320679
            1051       -35.26505        57.54511       -1.614845        1.936432
            1052       -35.99237        56.88683      -0.6352022        2.714831
            1053       -35.76824        56.73678        2.242625        1.301803
            1054       -35.23499        56.81408        1.673652       0.8835525
            1055       -36.02172        55.19368         1.39454       0.5319558
            1056       -35.13023        54.35572        0.494751      -0.5310275
            1057       -33.51043        54.02656       0.4798942       0.1992388
            1058       -33.20503         54.0951       -2.148332      -0.6926047
            1059       -32.41184        53.48631      -0.2617976      -0.3731523
            1060       -31.64522        52.34595        2.569915       0.5815152
            1061        -31.8991        52.00191      -0.2740636        0.345563
            1062       -32.12998        52.89088       -1.164436       0.2329211
            1063       -33.15655        52.83647        -1.18972      -0.3905504
            1064       -35.69109        51.10521      -0.4978895       0.1172569
            1065       -34.49663        50.72008       0.4254956        1.345379
            1066        -33.4034        51.13543      0.08639079      -0.1693227
            1067       -33.06046        50.93655      -0.4164977          1.4123
            1068       -34.02891        51.00628       -1.064544        2.264517
            1069       -34.08945        51.78992        0.745395        -1.01964
            1070       -34.61535        50.82865        1.423245       0.3413146
            1071       -33.70166        50.80956       0.6010388       0.2304423
            1072       -35.44921        50.82972       0.5830185      0.01767296
            1073       -35.51666        50.49405      -0.6854627       -1.769686
            1074       -36.62301        50.20465        -1.37724       0.5250738
            1075       -38.67698        48.83317       0.1008362       0.5371922
            1076       -37.90851        49.08076      -0.6735143       0.4521694
            1077       -37.29201        47.96533      -0.2223095        1.554862
            1078       -37.76222        48.01048      0.02134484        1.242634
            1079       -36.65231        48.34839      -0.4128565      0.04055497
            1080       -37.37357        48.23957        1.557387       0.5217595
            1081       -35.39161        47.31502       -0.100759         1.60042
            1082       -34.97596        46.29102        -1.32973       -1.315587
            1083       -35.65391         45.0174      -0.7855648       -1.162454
            1084       -37.22565        43.74352     -0.07975269       -1.410115
            1085       -38.32545        42.81392      -0.3886131        -1.06739
            1086       -39.65434        41.79081       0.3046649      -0.2426267
            1087        -37.7716        43.51681       0.9247469        1.463234
            1088        -37.8688        43.28509      -0.7430139        1.402266
            1089       -38.75631        44.92871       0.8348361        2.684075
            1090       -37.83127        45.46977      0.04936496        2.046145
            1091       -37.33077        46.90055        2.634203        1.699793
            1092       -37.77477        47.90328       0.3460235        1.832865
            1093       -37.44741        50.24308       -0.218334        1.702738
            1094       -37.45728        50.69308      -0.1534128        -1.43793
            1095       -37.56128        51.33538      0.01839938       -2.591758
            1096       -38.59965        51.40458       -1.337231        -2.43457
            1097       -37.98814        50.27666     -0.03676739       0.6303787
            1098       -39.14515        49.41022     -0.02101163       0.1273088
            1099       -41.29892        48.98464      -0.6095327         2.16087
            1100       -40.88823        50.25978        2.290238         0.73908
            1101       -40.61028        52.40249       0.1258299      0.06380678
            1102       -38.59978        52.42277       0.3690647      0.08661109
            1103       -37.69307        51.44706        1.045041        -1.76646
            1104       -38.05433        50.44567       0.7952771       0.1750821
            1105       -35.89299        50.51216      -0.8496284        1.899591
            1106       -36.29365        51.08124       0.7658179     -0.02611437
            1107       -35.85659        50.89282       0.6194099       0.2482533
            1108       -36.36726        50.13121        1.260105        1.415785
            1109       -37.23541        51.16774     -0.03354444        1.110444
            1110       -37.55129        52.43379        1.128305        1.173816
            1111       -37.10135        54.33175        1.867886      -0.3612681
            1112        -36.6485        54.75199        2.632442        0.621447
            1113        -37.0157        56.28986        2.378506        1.398711
            1114       -35.40524        57.82622       0.7439436     -0.05018817
            1115       -34.87224        57.84387        1.096356      -0.7452719
            1116       -35.92155        58.09183       0.8898386      -0.5112287
            1117       -35.40477        57.28037       0.3260165     -0.02695674
            1118       -34.62971        57.56532       -1.311698       -1.172486
            1119       -35.56157        57.92789      -0.1854003       -1.341932
            1120       -34.66188        57.86843       0.2836984       -1.907332
            1121       -34.61457        58.05422        1.741094        0.666335
            1122       -34.19225        57.76931       0.6278449       0.5529969
            1123       -32.63023        58.73773       0.2364666      -0.2635579
            1124       -31.66031        58.08752      -0.6387369        1.301222
            1125       -33.69177        57.85816      0.05333767       0.7886504
            1126       -32.87646        57.70701       0.2880887      -0.3816276
            1127       -33.34324        58.14216       -1.145395      0.00837654
            1128       -32.77434        58.09093       0.2563134         -1.6189
            1129       -31.11675        56.46178       -1.773042       0.2969528
            1130        -31.7443        54.50319      -0.6354105         0.73463
            1131       -33.49723        54.67523      -0.5686633       0.2536709
            1132       -34.48813        55.84688        1.468114      -0.2653254
            1133       -31.57989         56.6312      -0.2338998        1.454663
            1134       -31.48078        56.22153        0.508057      -0.9067295
            1135       -31.70839        55.86175        -1.74206       0.0584758
            1136       -33.04663        56.81001       -1.564873        2.170325
            1137       -34.09218        58.40114       0.1421608        2.500856
            1138       -34.59448        58.88861        1.222164       0.4864238
            1139       -33.51221        60.56678        1.365818      -0.5659156
            1140       -33.74252        60.35852       -1.082057      -0.6996641
            1141        -32.7314        59.52022      -0.3578414        1.136915
            1142        -33.4478        60.35275       -0.851418       0.2267681
            1143       -34.84096        59.46192        1.003385       0.5945286
            1144       -34.44579        60.42973        1.236083       -3.151644
            1145       -33.89206        58.94632       0.9090129      -0.0884137
            1146        -34.0569        59.82162      -0.2646547       0.5545043
            1147       -33.41772        58.63115        0.433636     -0.04815411
            1148       -32.39257         59.7189       -1.869139      0.08702697
            1149       -32.82108        60.93758         1.00564       0.6613434
            1150       -33.03528        61.42876       0.6511666       0.7414301
            1151       -33.92626        59.91843        1.951523      -0.5743116
            1152       -33.98024        61.28054       -1.075222        -1.02823
            1153       -34.26474         61.0135      -0.3077565      0.06424302
            1154       -34.57146         61.3416       -1.562526        1.153521
            1155       -35.84307        61.86936       -1.096435      -0.1985802
            1156       -34.42693        61.27815       0.1245722       -0.289414
            1157       -34.50002        62.61682     -0.04513919      -0.2103505
            1158        -33.9221         64.3104         0.14764       0.6598011
            1159       -33.13429        65.08421      -0.9470143      -0.8797743
            1160       -32.31299        65.54791      -0.3416592        1.016882
            1161       -32.77353         64.3121        1.066482     -0.07444911
            1162       -32.19571        64.45247       0.5217522      0.06129527
            1163       -32.24906        64.21486        1.406121        1.153701
            1164       -33.37231         64.7451        2.374111       0.3943065
            1165       -32.29915        65.29173       0.7069082       -1.929505
            1166       -31.78469        64.00885      0.02874888       -1.204928
            1167       -30.05072        64.11677      -0.9751764       -1.692964
            1168       -30.24569        64.34443       0.7742811      -0.4942571
            1169        -30.5572        62.85318       0.6761445       0.1386714
            1170       -31.72667         62.7963       0.3950323       -1.222066
            1171       -31.80517        62.12789      -0.4682855       0.4130506
            1172       -32.01473        63.87206        0.644172       -1.176079
            1173       -32.76358        64.26398       -0.192392      -0.1318597
            1174       -33.13563        64.38066       0.4463465       -1.110395
            1175       -33.71827        66.26864       -0.315165      -0.9005784
            1176       -33.46867        66.36757        -1.69037        1.085614
            1177       -34.70372        66.87987      -0.4587048       0.1826452
            1178       -35.96686        65.79978       -1.610874      -0.2766254
            1179       -36.20034        65.60429       -1.021489        1.807775
            1180       -36.16409        66.47653       -0.706567      -0.8765024
            1181       -36.25132        64.82852       0.1799481       0.3719584
            1182       -37.39028        65.77121       0.2108461       0.7204823
            1183       -36.97653        66.14042      -0.3650409     -0.09587385
            1184       -37.18462        66.28429       0.1482942      -0.1593095
            1185       -37.84437        67.29632       0.6051533        0.451377
            1186       -39.33585        67.55071       0.6052665       0.6384213
            1187       -40.61507        69.37455       0.5323189        1.558181
            1188        -40.9219        70.66982        1.638268       0.7045057
            1189        -39.8285        72.49322       0.2471113      -0.4451233
            1190        -38.6584        73.00027       -0.339717       0.8433837
            1191       -40.42455        72.26599        1.799857      -0.5530567
            1192       -39.55043        73.39301       0.1920346       0.3037971
            1193       -40.57919        73.19289   -0.0002115169        0.757572
            1194       -40.54021        72.96342       0.3157049       0.2524879
            1195       -41.60405        73.86263      -0.8421849        0.907754
            1196       -40.38871        74.02641       -0.519861       -1.170592
            1197        -39.8442        72.16397       -1.216271      -0.2834902
            1198       -39.87195         71.9058       0.0819136       -1.041844
            1199       -40.89233        70.15524       0.6959127       -1.132186
            1200       -41.34917        69.59217       0.8728561       -0.340179
            1201       -38.94742        69.99811      -0.1070281       0.3824505
            1202       -38.85797        70.90104       -1.641512      -0.5008455
            1203       -39.20741        71.81399       0.2242137      -0.3911503
            1204       -40.67316         70.9843       -0.421264      -0.1348883
            1205       -41.81072        71.26642        2.001244       -1.339021
            1206       -41.68534        70.25898        1.401951       -1.797784
            1207       -40.87824        69.19055       0.3749002     -0.06137095
            1208       -41.65164        69.43395      -0.6229611      -0.4772901
            1209       -44.37097        69.05754        1.167327        1.756051
            1210       -42.38871        68.29177       -0.340554       0.3918485
            1211       -42.36127        69.94383       -1.232637       -1.561287
            1212       -42.88155        68.40093      -0.2838519      -0.8500625
            1213       -45.11612        68.69173       0.3433069      -0.6969936
            1214       -43.15545        68.33189        1.000735        1.239854
            1215        -42.8662        69.50291       0.4359953     -0.02935252
            1216       -43.21586         69.3587       0.3772772        1.229618
            1217       -41.61059        70.34558      -0.1522958       0.9226589
            1218       -41.12737        70.05753      -0.3142163       0.1942591
            1219       -38.97984        69.80535        1.160452       -2.013671
            1220       -38.58258        67.97825      -0.6737017      -0.5566485
            1221       -38.98899        66.68228       -1.075861       0.1456697
            1222       -39.76982        66.32046       -1.268111       -1.906428
            1223       -40.63135        66.30978       -1.297833       -0.400897
            1224       -42.88248        65.61426       -2.281118       0.3370047
            1225       -43.79018        64.59418      -0.4868804       -1.252015
            1226       -44.25243        64.67716      -0.9625615      -0.7377658
            1227       -46.02943        64.11021       -1.944307       -1.413486
            1228       -46.54042        63.76477      -0.4953918         1.12745
            1229       -45.74247        63.28726      -0.8742014      -0.2718723
            1230       -45.34273        65.37787      -0.4702159       -1.048978
            1231       -46.98324        64.45714        1.620558      0.02851568
            1232       -46.53951        64.28946        1.513157       0.6362853
            1233       -47.34535        64.41752        -2.38261        1.054833
            1234       -49.80226         65.6544       0.1193151       0.9082561
            1235       -49.34405        65.88418       0.3960582      0.09021589
            1236       -50.19025        66.91334      -0.4496502       -1.085465
            1237       -50.75645        65.53949      -0.7597423       0.1631932
            1238       -50.39214        65.50458      0.08717952       -1.412089
            1239       -51.63585        64.16559       -1.217484      -0.4790753
            1240       -51.79476        65.02413       -1.701508       0.5828188
            1241       -54.84421        66.20586      0.03690766        1.330416
            1242       -56.23208        65.44396        1.065081       -0.997844
            1243        -56.1573        66.73882       0.7139405       -1.106155
            1244       -56.90903        66.18671       -0.748883      -0.2535956
            1245       -57.32897        67.13687       0.3445867      -0.5159594
            1246       -56.87902        65.90672       0.8820419      -0.3790313
            1247       -57.27268        66.12665      -0.7881253      -0.1222599
            1248       -59.17842         67.2871       -1.801916       -1.265761
            1249       -60.07415        65.05968        1.995458      -0.3710353
            1250        -59.7584           65.33      -0.2763077       0.1698782
            1251       -61.63068         65.0407       -0.434661      -0.1038635
            1252       -62.71947        66.25475        1.026114       -1.841382
            1253       -60.98993        64.79017       0.7516014       -1.034881
            1254       -61.41948         65.1136       -1.130456       -1.293007
            1255       -60.92238        65.41597      -0.7587967      -0.9026075
            1256       -61.37173        64.58888       0.2761469       0.4334666
            1257       -61.71324        64.70048    -0.004166026      -0.7861143
            1258       -61.59359        64.52417       0.6366822       0.7855752
            1259       -59.97034        64.21388      0.08409272       0.6243037
            1260       -58.91826        65.17919      -0.3455384       0.8227105
            1261       -60.91727        65.83594       0.3580314        1.153213
            1262         -59.866        65.81421        1.219902       0.9527955
            1263       -58.80057         65.2308        1.332684        1.337092
            1264       -58.24974        63.82261        1.644266      -0.3826064
            1265       -57.68214        61.23253       0.7720503       0.6772119
            1266       -58.85307        62.35321     -0.04554567     -0.05412645
            1267       -59.08073        62.54121       0.5591265      -0.6336738
            1268       -58.11673        62.33141       -1.075852     -0.05922745
            1269       -58.65106         63.6153       -1.993126     -0.09378221
            1270       -57.33939        65.67292       -1.308405       0.3038934
            1271       -57.16377        68.02344       0.9807824       0.5621925
            1272       -56.46277        67.61478       0.8533995        1.177056
            1273       -56.35002        68.77226       0.1672654       0.4780479
            1274       -56.55165        67.72669       0.3332162       -1.272959
            1275       -56.77553        68.32886       0.2369164      -0.7051225
            1276       -57.33874        68.61767       -1.168039      -0.2090555
            1277       -58.19108        67.75479      -0.9746912       -1.020093
            1278        -57.2415        66.77339      -0.8244815       -0.732062
            1279       -57.63675        67.08237         1.36573    0.0006386009
            1280       -56.86889        68.05072      -0.3685314       -1.180846
            1281       -56.52885        68.64679       0.1047545      0.07706364
            1282       -56.75592         68.6187       0.6406406     -0.09212392
            1283       -55.57009        68.08485        1.153111      -0.5346018
            1284       -55.74885        66.77679        1.749304      -0.9198294
            1285       -54.36933        67.71871       0.4804742        1.884946
            1286        -53.9739        67.62925       0.7620787     -0.02829069
            1287       -54.83652         68.3928     -0.05903815       0.2608079
            1288       -54.10748        68.44355       0.1255404       -1.032245
