            time               x               y             v_x             v_y
            2751       -127.7963         66.9103        1.750442       0.2667332
            2752       -125.8269        65.57791       0.4789775       -0.621361
            2753       -125.6358         65.6274        1.536737        1.421749
            2754       -124.4879        64.24235        0.142829       0.4483836
            2755       -124.0084         65.1512       0.3136813       -2.143121
            2756       -123.3968        63.62796        1.428454     -0.03168731
            2757        -122.891         64.1571       0.5149664        1.484725
            2758       -122.2041        62.56581       0.7113813       0.8389757
            2759       -120.7252        64.42719      -0.3484571        1.537457
            2760       -119.3223        64.06674       0.6960105       0.7909372
            2761       -119.7183        62.96787       0.8062685        0.789596
            2762       -119.0655        61.77714       0.4616687      -0.4082337
            2763       -118.3475        61.59541      -0.3166731        1.766357
            2764        -118.033        61.75559      -0.2565053        1.786165
            2765       -118.2839         63.3118       0.4243562        0.345187
            2766        -118.387        61.87826       -1.356922        0.157376
            2767       -120.1613        60.88363      0.03908792       -2.237221
            2768       -120.5851        60.73446     -0.09164282       0.1454863
            2769        -119.559        60.72642        2.497261       0.8192373
            2770       -116.9881        60.95557        1.062299        0.898935
            2771       -114.8933        61.55669        1.463824      -0.2024116
            2772       -113.0347        61.41313       -0.326299       0.9265266
            2773       -111.8252        62.70729      -0.9735843      -0.3121304
            2774       -110.5524        62.43926       -1.399066      -0.5468145
            2775       -112.3052        61.84733       -1.038018      -0.4351977
            2776       -111.9473        62.74644       -1.227875      -0.4463433
            2777       -113.8274        64.05885       -1.026609        2.221795
            2778       -114.1527        64.17055       0.1513122      -0.1521764
            2779       -116.0088        64.19167     0.005617811     -0.07399833
            2780       -113.7531        65.09002        1.374943      -0.9804088
            2781       -115.4903         63.9157       0.3282415     -0.05029304
            2782         -114.49        63.47818      0.05314521        1.343682
            2783       -112.7874        62.98211       0.9058572       0.1090784
            2784       -110.9307        64.54607       0.1456447       0.2541802
            2785       -111.5251        64.68269      -0.2422048       0.6068935
            2786       -113.0187        63.67357       0.5581643      -0.2052556
            2787       -113.3713        63.58742       0.8962183       -1.532112
            2788       -113.8719        63.12755       0.4563747       -1.114132
            2789       -113.3304        63.05917       0.6999195      -0.5689048
            2790        -113.682        62.63483      -0.2115832      -0.9106813
            2791       -114.8718         61.3403       -1.077032       -1.274388
            2792       -117.0087        59.46968       -2.265865      -0.0686829
            2793       -116.4675        59.99641       0.1527882       0.2002138
            2794       -117.0482        57.77331       0.7722416        1.838484
            2795       -117.2378        57.94268        2.497209       0.7129743
            2796       -116.5327        57.36434        0.877993       0.5755468
            2797       -114.5338        58.24901       0.8652101       0.9564844
            2798        -113.452        58.48587        1.026382      -0.0900258
            2799       -113.5552        58.07517       -0.868613     -0.04168882
            2800        -113.721        57.45819      0.07041308      0.01612447
            2801       -112.8948        57.43434      -0.2106725       -1.085329
            2802       -111.7715         57.2039       0.3933271      -0.4235829
            2803        -112.743        58.66356        1.019234      -0.8738069
            2804       -111.6202        57.83938      -0.3985876       -1.375142
            2805       -111.0454        57.34379      -0.9157304       -1.306221
            2806       -111.1263        56.22391        -1.04658       0.2162875
            2807       -110.6932        57.05713       -1.646501        2.638675
            2808        -111.831        57.25023       -2.079523        0.269865
            2809       -111.6071        56.21236       -1.425016       -1.095565
            2810       -111.5987        55.13432       0.2325208       0.3349759
            2811       -111.7487        54.70273       0.7825114       0.3626492
            2812       -110.2566        52.86285      -0.9848658        1.966337
            2813       -110.7764        54.14772      -0.8624884       -0.651751
            2814       -110.6968        54.44249      -0.4072402      -0.3653474
            2815       -110.3555        56.33961       0.4048877       0.8715548
            2816        -110.114        56.08061     -0.07752251       0.3554129
            2817       -109.3011         55.8275    -0.007006551      -0.8982427
            2818       -110.1965         55.5419       0.2918092      -0.8711494
            2819       -110.0637        57.35591       0.3768452      -0.5463041
            2820       -110.4749        57.24347       0.3406818        1.094462
            2821       -111.5463        58.07974      -0.3648913       0.5709256
            2822       -112.0269        59.08605      -0.7404434      -0.1145726
            2823       -110.8837        58.58533       0.1473759      -0.1683077
            2824       -110.2179         56.6579       0.6136361      -0.5167231
            2825       -109.3594        56.15215        1.022684      -0.3614908
            2826       -108.8241        56.01769       -1.481127       0.9240758
            2827       -109.3982         53.3972       0.2488359      -0.6332823
            2828        -108.665        53.30848      -0.1472462      -0.4649742
            2829        -109.753         55.3702      -0.9807426        1.706033
            2830       -110.1314        53.74475      -0.2954745      -0.3642761
            2831       -111.3709        54.63764      -0.4955156      0.03595846
            2832       -110.5105        55.65489       0.4826433      -0.3420105
            2833       -110.6829        55.11738        1.648894        1.720649
            2834       -111.1059        57.17685         0.58286      -0.7164595
            2835       -112.2223        56.92035     -0.01345808      -0.2457654
            2836       -111.5822        55.02234       0.7226481        1.776444
            2837       -110.8554        55.13076       0.2125463       0.7887526
            2838       -110.8177         55.2609       0.7744825        1.576686
            2839       -109.4318        58.11833      -0.2641402         1.73241
            2840       -110.7737        57.85681      -0.4542099         1.99387
            2841        -111.263        58.75528       0.1642331       0.9988193
            2842       -112.0663        57.50987      -0.9861286      -0.4966715
            2843       -111.2166        56.65365    -0.009140261        -1.57212
            2844       -112.2477        56.45822      -0.5687679       -1.150028
            2845       -110.8949        55.23663      -0.1757654        1.227636
            2846       -110.7188        55.81863       -1.497099      -0.7630269
            2847       -111.2607        55.73017       -1.115855       0.2199966
            2848       -112.5052        57.36602      -0.6068631     -0.08850481
            2849        -111.983         56.5797        1.672632       -1.044621
            2850       -111.7886        56.18612        0.480865      -0.9675944
            2851       -112.1164        54.75384      -0.2766833       -1.265107
            2852       -112.3851        54.68193      -0.6728413       -1.036282
            2853       -111.0773        53.58683       0.2913378      -0.1413357
            2854       -112.5673        53.25959       0.7297117       0.4471068
            2855       -111.7969        53.81585       -1.146651      -0.4279829
            2856       -113.2242        54.48306        0.205661       0.3900594
            2857       -114.3493        54.31434         1.32154      -0.3042538
            2858       -116.4426        54.37294       0.5329986       -1.063205
            2859       -116.4009        53.30355       0.8001533      -0.7753051
            2860       -115.1247        53.98159       0.9217391      -0.6927383
            2861       -114.9182        53.38947       0.9543773       -1.118201
            2862       -114.7022        53.75636      -0.1793295       -1.740137
            2863       -115.6867        54.49916      -0.1039434     -0.08540574
            2864       -115.7502        54.12831        1.698845      -0.9083337
            2865        -113.818        52.99254       -0.213561     -0.03483083
            2866       -113.5834        54.45929      -0.1362075        1.044116
            2867       -115.2034        53.53213       -0.689531       0.4649702
            2868       -114.9257        55.08804        1.063157       0.3790806
            2869       -114.7394        54.57492       0.3897184     -0.02697621
            2870       -115.5397        54.77169       -2.389587        0.408887
            2871       -115.0133        54.91481        1.376965     -0.05240076
            2872       -114.6894        56.05263       -1.121132      -0.7785367
            2873       -115.9398        56.72868       0.5647955      -0.4274378
            2874       -115.5164        55.50016        1.137789      -0.3546957
            2875       -115.8262        56.37691        1.304822      -0.2348459
            2876       -117.7207        56.46108      -0.5035684       0.5724629
            2877       -118.7578        56.40068      -0.4619868      -0.2458669
            2878       -118.1763        57.29666      -0.3763749       -1.150462
            2879       -118.4821         56.0109      -0.8809858      -0.8115198
            2880       -119.4844        55.92784       0.8978405      -0.3860778
            2881       -117.7498        54.78134      -0.5147861        1.122188
            2882       -118.0784        54.45086       -1.289308       0.6668295
            2883        -117.889        53.20545      -0.1612707       0.0211755
            2884       -117.6404        53.12445       -1.320345      0.07089237
            2885       -118.6564        51.60994        -2.12462       -0.500546
            2886       -117.8173        52.89707      -0.8211484        -1.09286
            2887       -117.5028        52.87884      -0.1448757       0.6339928
            2888       -115.7125        52.80825      -0.1097779       -0.455359
            2889       -115.3455        52.81262       -1.470973      -0.2298147
            2890       -114.2471        53.00679       -0.160138       0.2543135
            2891         -115.07        52.18282       -1.333716       -1.067331
            2892       -115.7455        50.05298       -1.005877        1.365294
            2893       -116.0572        51.18987      -0.9344722       0.8496591
            2894       -117.0229        51.71062        1.670755      -0.2630883
            2895        -116.766          53.011        0.954781       0.7640421
            2896       -116.0352        53.33442       0.2485901       0.1382932
            2897        -116.574        52.30979       0.1834111       -1.067345
            2898       -117.3854         51.7473      -0.8167408       0.4209109
            2899       -118.3666        52.55148      0.02233686      -0.9434996
            2900       -118.3683        54.06673       0.1962119       0.2463201
            2901       -117.3489        54.59025       0.2872797        0.681707
            2902       -118.7221        55.51629       -1.157363     -0.05488751
            2903       -119.2262        56.37879        1.064207        1.151784
            2904       -119.0993        55.76981       0.2090177       -1.118045
            2905       -119.5184        55.94481      -0.3587853       -1.988007
            2906       -120.0416        56.34208      -0.2902656       -2.645923
            2907       -120.8036        54.76327      -0.7189836        -1.58614
            2908         -119.96        55.08794      -0.5714374      -0.7771051
            2909       -120.0262        53.98875      -0.1339897        0.111559
            2910       -120.5406        53.65924       -0.694014     -0.07074746
            2911        -121.226        53.47393      -0.4183537       -1.168966
            2912       -120.8523        54.78759       0.2653557        1.108442
            2913       -120.4919        53.74847        -1.13844       0.5471894
            2914       -122.1432        53.49934        1.630909        -1.54285
            2915       -122.6404        51.71463        1.123339       -1.166601
            2916       -120.0427        50.92802        1.479286      0.02287055
            2917       -120.4437        50.75034        3.227707        1.779296
            2918       -119.0661        50.33178      0.01139617        1.676547
            2919       -118.3097         51.5498     -0.09855939       0.8667868
            2920       -117.4045        53.28782       -1.190812      -0.1687306
            2921       -117.3299          52.877      -0.8524692      -0.5909615
            2922       -115.2886        53.49037      -0.4680251     -0.02227538
            2923       -114.2439        55.00198      -0.9779196       0.1825782
            2924        -114.604        54.41902      -0.3510943     -0.01966454
            2925       -113.1234        53.88662       0.1858535     -0.06691481
            2926       -112.0619        53.81818        1.022983       0.3972502
            2927       -110.7443        54.29887       0.1492644      -0.9973173
            2928       -110.4199        53.63929       0.5572985       -1.049402
            2929       -110.6408        53.36399       0.6845971      -0.5842827
            2930        -111.587        53.21167      -0.4340431      -0.7833672
            2931       -111.9795        52.49106       -1.607746       0.7847381
            2932       -111.8028        53.19538       0.9215954      -0.8499094
            2933       -112.0887        52.33035        2.188229        1.468615
            2934       -109.8685        52.82756        2.477245        2.508172
            2935       -108.8327        54.72051       0.5999207       0.2138495
            2936       -107.5795        53.77991       -1.783316        1.208044
            2937       -107.3222        55.57604        1.098306        1.013669
            2938       -106.5362        55.11011       0.1791306       -1.094511
            2939       -105.6878        55.87284      -0.7099624      -0.1867809
            2940       -105.1014        54.92397       0.4809002       -1.217047
            2941       -104.1996        54.28964      -0.6566965      -0.3346011
            2942       -104.9434        53.32524       -1.025969      -0.3352671
            2943       -105.5301        52.48199      0.03379117      -0.7239136
            2944         -106.92        52.41356        0.818155       -1.556272
            2945       -107.5425        53.37063       -1.406897      -0.3837763
            2946       -108.9536         53.4848      -0.1771518       -2.536748
            2947       -109.5178        52.02267        1.293579       0.4453325
            2948       -108.3867         52.5772       -1.830699       -1.130397
            2949        -106.919        53.12143      -0.7383858       -3.842132
            2950       -107.5002        52.54937      -0.6666221      -0.6132115
            2951       -106.6359        52.76642       -0.979336          1.1081
            2952        -106.834        53.38839       -1.775154        1.330484
            2953       -108.5773        52.00576      -0.5372719       0.4052004
            2954        -107.176        52.72242      -0.9025895       -1.160442
            2955         -107.06        52.46804       -1.648144       0.2471156
            2956       -105.9488         52.4668       -0.798042       0.4025796
            2957         -106.82        52.87214       -1.781394       0.3872347
            2958       -106.2107        52.90578        0.615165       -1.808401
            2959       -105.9981        53.45077        0.017601      0.02380068
            2960        -105.019        53.83252        1.195662     -0.04396343
            2961       -105.1308        54.28292      0.02947055    -0.006071273
            2962       -106.6494        54.87087      -0.4727905      -0.4609446
            2963       -107.1359        54.51529      -0.1002992     -0.08281885
            2964       -105.9136        54.17129        2.425412     -0.09269584
            2965       -106.1468        54.38508       0.6030718      -0.8780038
            2966       -105.5039        55.28198       -2.333397      -0.1504633
            2967        -106.859        54.07299       -1.285072       -2.592421
            2968       -105.9695        53.53529      -0.7478772      -0.6326288
            2969       -106.9806         53.4469      -0.6883872       0.4352295
            2970       -107.0073         53.9551        -1.14368      -0.1283296
            2971       -107.6311        54.90517      -0.7376034      -0.8407502
            2972       -107.6324        55.19005      0.04023459      -0.1290409
            2973       -106.8215        55.67667      -0.8750208       -1.998061
            2974       -107.4951        55.12063      -0.1522394       -1.238501
            2975       -106.6304        55.93859        1.246804       0.4408003
            2976       -105.6721        55.79722       0.9045528      -0.6363965
            2977       -105.4683        55.29972      -0.4268732       -1.466126
            2978       -104.6781        54.82551      -0.2014474       -1.729983
            2979       -105.7245        54.29608       -1.308012      -0.5602588
            2980       -106.1578        55.79564      0.03019687        1.107113
            2981       -106.4141        58.31751      -0.8115149        1.060382
            2982       -105.6108        58.29935       -1.422983       0.3105048
            2983       -106.0857        59.11749       -1.036433       -0.756641
            2984       -103.7299        59.14788       0.3161088       -1.228298
            2985       -103.8953        59.69559      -0.4730141       -1.484194
            2986       -103.8867        59.80474        2.071685        1.213242
            2987       -102.2795        58.48009       0.6143775       0.8178769
            2988       -101.9844        57.91127        0.294015        2.108083
            2989        -102.689        58.19144     -0.02032588       -0.503322
            2990       -102.7564        59.14922      -0.2922648       -0.475495
            2991        -102.151        60.94289        1.168396      -0.5258474
            2992       -102.3597        60.87986       0.9936527      -0.8236922
            2993       -101.8616        62.42717      -0.5870842      -0.8473384
            2994       -102.5902        60.57774      -0.8053691         -0.2704
            2995       -102.4114        61.40175       0.6144302      -0.1287426
            2996       -101.6127        61.10554       -1.097699       0.8542106
            2997       -102.3472        61.06879       -1.791205      -0.5386442
            2998       -103.3732        60.57269      -0.7114148       -2.319358
            2999        -103.482        60.52324      -0.4101631       -1.562334
            3000       -104.0867        58.77308        1.783099       -0.695901
            3001       -102.0596        57.93571      -0.1749871        1.825896
            3002       -102.1265        58.23683        -1.51859       0.3685184
            3003       -101.9364        59.13924      -0.2957168       0.7306142
            3004        -101.251        59.74587      -0.5480714       0.6673349
            3005        -100.884        59.46854       0.3291383      -0.2313845
            3006       -99.57705        59.42556       0.4498555      0.09860584
            3007       -99.15541        59.62995      -0.7311061       -1.266291
            3008       -100.0477        58.03667      0.07271155      -0.6122752
            3009       -100.9608        57.00974       0.5761605       -1.830786
            3010       -99.71737        55.01545        -0.87952       0.2070084
            3011       -99.20209        54.81252       0.1757012        1.001747
            3012       -100.5561        54.47428        -1.05486       -1.026306
            3013       -99.54844        53.99562    -0.009522226      -0.4519429
            3014       -97.99087        54.04165      -0.3825569       0.6795512
            3015       -98.60805        55.22238        1.040156        2.746568
            3016       -98.32794        55.46691       0.4309909        1.015862
            3017       -99.25387        55.19369      -0.3034086      -0.5176148
            3018       -99.57099        54.37298        0.388053       -1.989027
            3019       -99.63759        53.64248       -1.447571       -1.582384
            3020       -99.08316        54.02043       0.6170977       -2.202736
            3021       -98.57973        53.06225        2.239514       -1.268759
            3022       -97.57535        51.99566        2.374187     -0.05725083
            3023       -97.15596          52.889      -0.1407385      -0.5466237
            3024       -96.62521        50.67259        1.455075      -0.5767279
            3025       -96.57026        50.51809       0.4966825      -0.6571988
            3026       -96.08026        49.67373        1.091821       -1.995161
            3027       -94.87132         48.0912       -0.508279      -0.7605779
            3028       -96.00627        48.28772        2.472803       0.6564202
            3029       -96.14573        47.51051        2.251838       0.1091258
            3030        -93.6315        48.23212       -2.575009       0.1346895
            3031       -93.34934        48.16024       -1.045718       -1.755389
            3032       -93.82615        48.48599        -1.26165       -0.280166
            3033       -94.66976        49.08657       0.4440037      -0.3859901
            3034       -95.10248        48.48253      -0.3812866       0.9292425
            3035       -94.48543        48.64878       0.2759841      -0.4245535
            3036       -95.18381        48.91864       0.1995763     -0.03829055
            3037       -96.09869        50.45692     -0.01871967       0.4411333
            3038        -94.8362        51.69787       0.7471894       0.7546961
            3039       -93.64315        52.31296        1.147744      -0.7019252
            3040       -93.51945        52.37383       0.4414522        1.282556
            3041       -94.90297        51.05938        2.881591       -0.370498
            3042       -94.44445        50.86282        2.924086      0.09398326
            3043        -92.8187        50.19138       0.8962381       -1.465024
            3044       -93.55851        50.67944       0.2819522        1.132355
            3045       -94.14893        50.93455        1.153314      0.06336523
            3046       -92.97641        50.81961       0.8640593        1.199112
            3047        -94.5645        49.99542       0.2275869       0.8498436
            3048       -95.10313         51.5128      -0.4007044        1.111611
            3049       -95.36794        51.01818       0.8665591       0.3169141
            3050        -95.0993        51.79057       0.4042116       -0.734509
            3051       -95.64178        51.14894        1.032958        0.658959
            3052       -94.47916        51.91565       0.3969642       -1.280377
            3053       -94.24236        51.40093       0.1656251       -1.468786
            3054       -93.07693        50.23796       -1.387662       -1.395364
            3055       -92.64389        48.93864      -0.4966283       0.1710897
            3056       -92.62694        49.77177       0.9179422      -0.3533105
            3057       -91.39223        49.89452       0.1588257        1.251792
            3058       -91.66425        50.96486      -0.4737607        1.214287
            3059       -90.66409         51.8388       0.5781254       0.3638678
            3060       -89.92601        53.29825      0.06872615      -0.6606178
            3061       -89.37605        53.78858      0.04791362       0.9871846
            3062       -90.59133        52.25668        0.444546      -0.1796486
            3063       -90.65563         53.4039       0.0370543       -1.117792
            3064       -90.33347        53.87495      -0.3265308      -0.6458962
            3065       -89.98629        53.82967       0.8258477        0.533076
            3066       -89.10985        55.00081       0.2746031       0.5523202
            3067        -87.9027        53.72048       -0.455274     -0.02345103
            3068       -89.24112        54.09917       0.3882641        2.046145
            3069       -88.87051        54.31912       -1.046654       0.5143458
            3070       -90.14318        54.28607       0.1225258        0.167972
            3071       -90.18636        53.35095       0.4945699       -1.314194
            3072       -89.00814        52.35333      -0.7002148        1.163771
            3073       -88.76037        53.14217      -0.2429399       0.8976806
            3074        -87.7746        52.45193      -0.4939599        1.127647
            3075       -87.63894         52.9424      -0.1177694       0.9990952
            3076       -88.66572        53.68188        1.407945       -1.391611
            3077       -86.36144        53.57575        1.080265      -0.1217276
            3078        -85.5709        53.83599        1.387798      -0.7061671
            3079       -84.43304        53.30456       0.2708313      -0.7759516
            3080       -85.15927        53.90783      0.09044723     -0.02347215
            3081       -83.61549        53.38579      -0.3442494        2.688544
            3082       -82.26925          54.086       -1.086716        2.534156
            3083       -81.63896        56.24167       0.1573205       0.7915869
            3084       -81.34871        56.24751       -0.532737        1.187475
            3085       -81.12548        56.96584       0.8278801       0.7458404
            3086       -80.28894        56.30162       0.5975113        1.038668
            3087       -79.67612        58.22292       0.4834636       -0.722611
            3088       -80.85507        57.99948        1.608709       0.7563049
            3089       -81.33047         57.0661        1.868528        1.267466
            3090       -79.91965        60.08316        1.119508       0.9290796
            3091       -79.95755        60.60565       0.3544722       0.8365619
            3092       -79.30231        60.25092       0.6597103        1.849854
            3093       -79.38584        61.57151        0.153839        0.139724
            3094       -78.92963        62.32166      -0.1597291       0.9144154
            3095       -80.25781        62.89144      -0.7643927        0.410587
            3096       -80.47359        63.32491        -1.63878       0.7686922
            3097       -81.79016        62.98049       -2.251398        1.024929
            3098       -82.54866        63.14648      -0.9132262      -0.6328069
            3099       -82.05949        64.97579      -0.4846744       0.4840689
            3100       -82.16223         66.6248       0.0825492       0.1305282
            3101       -82.70074        65.84648       -1.059294     -0.05919525
            3102       -82.36912        65.41036       0.1301794      -0.2601393
            3103       -82.07317        64.80771       -2.056108      -0.6334432
            3104        -83.2768        64.44377       -1.075506      -0.3672671
            3105       -84.39358        62.43719       0.4368413       0.9534451
            3106       -83.87366         62.9272      -0.3166099       0.3095423
            3107       -84.68214        61.04893      0.07353514       0.3009161
            3108       -84.83456        60.44735        1.664845      -0.7404329
            3109        -84.9529        58.73507      -0.1146925      -0.6937395
            3110       -85.47953        58.26739      -0.5335632     -0.08068625
            3111       -85.90958        59.05444      -0.3700739       0.2197842
            3112       -87.50244         58.6586       -1.018709       -1.210002
            3113       -86.19752        59.53123      -0.7594078       -1.475398
            3114       -85.72971        57.88224      -0.7109944       -1.001295
            3115       -85.60498        58.77848     -0.03537594     -0.03928512
            3116        -85.3402        58.64528        0.785207       0.6019103
            3117       -84.78482        59.44656       0.1258943       0.2198249
            3118       -82.88103        59.70529          1.1157       0.3977915
            3119       -81.98259        60.42219      -0.9421456       0.6995647
            3120       -82.62238        62.05582      -0.8756952      -0.4115656
            3121       -83.83676        59.96225       0.6508518      -0.5743707
            3122        -84.4414        58.99731       -1.352374      -0.2634247
            3123       -85.18799        58.47575       -1.156323     -0.05233007
            3124       -85.36308        58.41544      -0.5798862        0.579765
            3125       -85.37597        57.83615       0.5036097       0.4817702
            3126       -84.76797        59.36875        1.432086         1.09686
            3127       -83.33059        60.99008      -0.4116671        1.772025
            3128       -85.18765        61.40512      -0.5705059       -0.284224
            3129        -85.1237         60.0868       0.6066184       0.7613417
            3130        -83.0345        58.91556        1.304297      -0.2232797
            3131       -83.10621        59.41203       0.7666233        -1.04407
            3132       -82.54196        58.52875      -0.6680822       -1.838593
            3133       -84.16451        57.98195       -2.570841      -0.1930593
            3134       -86.17969        60.46852        0.951937       -3.099882
            3135       -86.70422        58.54029         1.92844     -0.09385777
            3136       -86.73404        58.44976      -0.1251435     -0.05990516
            3137       -86.78507        59.07659       0.8902356       0.1372124
            3138       -86.22636         59.8872      -0.9362775       0.8603147
            3139       -86.12747        63.76283       0.8773523       0.0934462
            3140       -85.73319         65.2348        2.127964      -0.9376716
            3141       -84.39968        64.78265        1.552433    -0.006952004
            3142       -83.57789        64.96156        1.273902         -1.3155
            3143       -83.29508        63.80744        1.427219      -0.5535121
            3144       -82.88016        62.39211       0.7781811     -0.08030546
            3145       -79.30945        62.63081        1.543877       -2.719456
            3146       -79.90445        62.71061       0.6992196       0.3262186
            3147       -78.95971        63.81602       0.8194403          1.2268
            3148         -79.429        63.05035        0.893285        0.906962
            3149       -78.18306        63.38806      -0.1396245       0.9765345
            3150       -78.27305        62.62488      -0.4869418       -1.008348
            3151       -79.52035        62.31483      -0.4157564     -0.01390517
            3152       -77.83276        62.68873        -0.40136       0.0797591
            3153       -77.79089         61.6109       -0.450806       0.2346785
            3154       -78.79336        61.18362      -0.1145181      -0.6346026
            3155       -79.75395        61.60569     -0.05344183      -0.4578125
            3156       -79.95972        60.22505      0.03478664       0.5451797
            3157       -80.48846        59.07868        1.321103        1.145385
            3158       -81.50333        59.64652       -1.066746        1.605744
            3159       -83.53634        60.29261       -1.045441       0.7357747
            3160        -83.6453        60.21693       -2.021101       0.9417851
            3161       -86.00202        62.63594        -1.84406        1.429117
            3162       -86.12456        62.88019      -0.1739726       0.2534049
            3163       -87.18986         62.9445      -0.8331938      -0.7307496
            3164       -86.67685        62.57843       0.2900504      -0.6281924
            3165       -86.10922        62.84179       0.3306679       0.8995787
            3166        -87.4389        63.13884      -0.2619928       -0.623297
            3167       -86.39881        63.09131      -0.4631461       -2.612472
            3168       -86.02705        61.43394        2.088091       0.6727303
            3169        -85.7765        61.29993         2.20667     -0.01222102
            3170       -85.51353        59.67513        1.052973      -0.7491213
            3171       -85.34166        59.82182        1.963006      -0.6094763
            3172       -82.82202        59.59023      -0.5250126       -0.612662
            3173         -84.875        59.67594       0.6187135       -1.332974
            3174       -84.17123        59.16895      -0.2252049       -0.219556
            3175       -85.60861        59.51606      -0.6109292      0.06980205
            3176       -84.56864        60.21355       -1.548024     -0.06387031
            3177       -84.73496        59.81672       -1.442045      -0.7357431
            3178       -84.17459         59.0188       -0.128897       -1.111066
            3179       -84.30588        59.49856        2.032564       -2.072294
            3180       -84.08338        59.07768        1.646661      -0.4734016
            3181       -82.87955        57.71136        1.370383      -0.3256342
            3182       -82.68865        57.52779       0.2181042       0.2566046
            3183       -84.09279        58.47406      -0.9934185       0.1005109
            3184       -85.47595        58.14301       0.1224849       0.7011019
            3185       -84.99899        58.43783      -0.4683808       -1.512602
            3186       -85.04655        57.38102      -0.1631917        1.069702
            3187       -85.16461        58.76074      -0.7824056      -0.1880734
            3188        -85.6575        58.02666      -0.6937484       0.1183185
            3189       -85.79847        58.48733      -0.3518841       0.6841555
            3190       -85.49347        57.91009      -0.2786687       -1.047898
            3191       -85.35335        56.47554        1.421243       0.1863879
            3192       -86.09474        56.58534        -1.08811       0.2094965
            3193       -85.50338        56.15954       -1.751684      -0.3785898
            3194       -84.92679        55.38734       0.3584477       -1.920177
            3195       -85.63325        56.57035       0.1695814        -1.26587
            3196       -85.32512        55.59125      -0.8768952       -2.270547
            3197       -86.09302        54.78794       -1.163043        0.762313
            3198       -87.12502        55.10368      -0.6539799       0.6849284
            3199       -86.63371        54.96866       0.4900909      -0.3561186
            3200       -86.65314         55.9529       0.8285774      0.07752418
            3201       -87.88894        56.32976        2.040529     -0.09544308
            3202       -86.37312        57.25817       0.6037134      -0.8036741
            3203       -86.70776        57.54277       0.9203487         1.77097
            3204       -85.29796        56.60278       0.6923139        2.707324
            3205       -85.06659        56.88681       0.5102545      -0.6042684
            3206       -85.75353        56.84079      -0.9655224     -0.03689807
            3207       -86.93563        57.18954       -2.250649      -0.7918725
            3208       -87.49403        57.20475       -1.632981      -0.7566797
            3209       -87.35118         56.9528       -2.321078       -1.914538
            3210       -87.56442        58.20099       0.1785362       -2.139191
            3211        -86.1163        58.14497       -1.009994       -1.231911
            3212          -86.42        58.83923       0.2238154      0.02626492
            3213        -86.0231        58.36581        1.411584       0.5043709
            3214       -85.29326        58.59486        1.186933       0.3135044
            3215       -85.20608        59.16666      -0.1682139        1.786092
            3216       -85.19462        61.74512       0.2841988         1.94327
            3217       -86.80684        62.33901      -0.8811033       0.3747448
            3218        -87.1789        60.69192     -0.08098954       -1.090088
            3219        -86.5938        61.02234        0.808342        0.220149
            3220       -86.33279        60.28867       -2.257853       0.4294437
            3221       -87.88367         61.6436      -0.7275641        1.502139
            3222       -87.55459        62.55968      -0.9925953       0.3143973
            3223       -89.01543        61.83609        1.372698       0.1051896
            3224       -88.88249        61.88945        1.758082       0.1371624
            3225       -87.43513        62.32856      -0.3341895       0.5825139
            3226       -86.56192        64.19069       -1.484499     0.008965974
            3227       -87.64585        64.29964       -1.420575      -0.1092149
            3228       -88.49692        64.53433       0.2677201       -1.730667
            3229       -89.39845        62.62575      -0.1040194       -1.246421
            3230       -88.38604        62.60962       0.4091431       -1.496529
            3231       -89.75518        61.11742        1.575985       -1.391945
            3232       -88.66219        58.88367       0.5243609      -0.4255733
            3233       -89.10279        58.90349        1.261518      -0.2954848
            3234       -88.67314        57.99545       0.9567397      0.08404723
            3235       -89.33907        57.97712       -0.318439       -1.153053
            3236       -88.35118        57.42718      -0.4527882      -0.2887404
            3237       -88.74029        56.28906      -0.7820703      -0.4130032
            3238       -88.76302        56.58722         2.01573       0.0757573
            3239       -88.00723        56.46655        1.295777     -0.08866031
            3240       -86.91387        57.00087         1.17093      -0.1460344
            3241       -87.32697         56.7747        1.916248       0.7631126
            3242       -85.85317        58.29161         1.19714      -0.8885513
            3243       -86.44201        57.95808        1.462347       0.5304009
            3244       -84.88949        59.25249       0.3335895      -0.1407123
            3245       -86.13415        58.96474        0.148147      -0.8707554
            3246       -85.39893        59.10587      -0.1193555      -0.7223238
            3247       -83.95045         59.1151      -0.1923461        1.083831
            3248        -82.8668        59.09061       0.1479557        1.449352
            3249        -82.9396        58.95859      -0.9080596        1.054097
            3250       -82.65017        58.92734       -1.040198       0.9533314
            3251       -83.00845        59.51344      -0.2003477        2.596969
            3252       -83.48295        61.29946      -0.6358882       0.9433848
            3253       -83.85975        61.27594       -1.270347      -0.3059477
            3254       -84.48933        60.67535       -1.420387      -0.2284992
            3255       -85.95239         60.5911      -0.4991054       0.3084905
            3256       -85.53361        60.21982       0.5429082      -0.8584493
            3257       -83.80672        58.53821        1.146558     -0.06695776
            3258       -84.64782        60.47805       0.4681498        0.551091
            3259       -85.69881         62.7544       0.3004142       0.7417159
            3260       -85.76553        63.22418      -0.9828439      0.04505125
            3261       -84.61653        63.54823       -1.296053       0.6435166
            3262       -85.46289        62.64987      -0.2247334        1.131257
            3263       -84.18685        64.17537      -0.9412077        1.809737
            3264       -85.27357        64.68504      -0.2303995      -0.4359987
